160	GCF_005311165.1_ASM531116v1_genomic.fna.gz	GCF_005311165.1_ASM531116v1_genomic.gbff.gz
160	GCF_005341485.1_ASM534148v1_genomic.fna.gz	GCF_005341485.1_ASM534148v1_genomic.gbff.gz
160	GCF_005311205.1_ASM531120v1_genomic.fna.gz	GCF_005311205.1_ASM531120v1_genomic.gbff.gz
160	GCF_005311065.1_ASM531106v1_genomic.fna.gz	GCF_005311065.1_ASM531106v1_genomic.gbff.gz
160	GCF_005311185.1_ASM531118v1_genomic.fna.gz	GCF_005311185.1_ASM531118v1_genomic.gbff.gz
160	GCF_005311105.1_ASM531110v1_genomic.fna.gz	GCF_005311105.1_ASM531110v1_genomic.gbff.gz
160	GCF_005311445.1_ASM531144v1_genomic.fna.gz	GCF_005311445.1_ASM531144v1_genomic.gbff.gz
160	GCF_005311145.1_ASM531114v1_genomic.fna.gz	GCF_005311145.1_ASM531114v1_genomic.gbff.gz
160	GCF_005408385.1_ASM540838v1_genomic.fna.gz	GCF_005408385.1_ASM540838v1_genomic.gbff.gz
160	GCF_005408405.1_ASM540840v1_genomic.fna.gz	GCF_005408405.1_ASM540840v1_genomic.gbff.gz
160	GCF_005885795.1_ASM588579v1_genomic.fna.gz	GCF_005885795.1_ASM588579v1_genomic.gbff.gz
160	GCF_015239355.1_ASM1523935v1_genomic.fna.gz	GCF_015239355.1_ASM1523935v1_genomic.gbff.gz
160	GCF_015239315.1_ASM1523931v1_genomic.fna.gz	GCF_015239315.1_ASM1523931v1_genomic.gbff.gz
160	GCF_015239335.1_ASM1523933v1_genomic.fna.gz	GCF_015239335.1_ASM1523933v1_genomic.gbff.gz
160	GCF_015239395.1_ASM1523939v1_genomic.fna.gz	GCF_015239395.1_ASM1523939v1_genomic.gbff.gz
160	GCF_015239375.1_ASM1523937v1_genomic.fna.gz	GCF_015239375.1_ASM1523937v1_genomic.gbff.gz
160	GCF_015239415.1_ASM1523941v1_genomic.fna.gz	GCF_015239415.1_ASM1523941v1_genomic.gbff.gz
160	GCF_023016405.1_ASM2301640v1_genomic.fna.gz	GCF_023016405.1_ASM2301640v1_genomic.gbff.gz
160	GCF_023016365.1_ASM2301636v1_genomic.fna.gz	GCF_023016365.1_ASM2301636v1_genomic.gbff.gz
160	GCF_023016385.1_ASM2301638v1_genomic.fna.gz	GCF_023016385.1_ASM2301638v1_genomic.gbff.gz
160	GCF_023016345.1_ASM2301634v1_genomic.fna.gz	GCF_023016345.1_ASM2301634v1_genomic.gbff.gz
160	GCF_023016425.1_ASM2301642v1_genomic.fna.gz	GCF_023016425.1_ASM2301642v1_genomic.gbff.gz
160	GCF_023016445.1_ASM2301644v1_genomic.fna.gz	GCF_023016445.1_ASM2301644v1_genomic.gbff.gz
160	GCF_024971635.1_ASM2497163v1_genomic.fna.gz	GCF_024971635.1_ASM2497163v1_genomic.gbff.gz
160	GCF_028022675.1_ASM2802267v1_genomic.fna.gz	GCF_028022675.1_ASM2802267v1_genomic.gbff.gz
